sentence,article,start,end,group,pred_v1,pred_v2,pred_v3,text_sha256
2530,477,198,259,hindi_marked,hin,awa_Deva,anp_Deva,891f4a1071acfe9c284b891e121968b3c289715e310de84ae0e52b7cd3e2351e
2531,477,260,302,hindi_marked,hin,awa_Deva,anp_Deva,c7fe4073fff198e10e3c3260740f1aea6d9fca753c3dedf935c427c5f78749fc
2532,477,303,407,hindi_marked,hin,awa_Deva,anp_Deva,21f7bc37d8c48d533be1ec8d876c2849014ff691475dff5931eb9398292f8a54
2533,477,408,482,hindi_marked,hin,hin_Deva,anp_Deva,38106df25d9cffae38cea426d34bfb7af6aac5d164d3873a530f3edb716e4c3a
2534,477,483,525,hindi_marked,hin,new_Deva,anp_Deva,217e1e673eb21dfc20754ddec2b384ff67831e33853c2740501602e9dbd14031
2535,477,526,629,hindi_marked,hin,hin_Deva,anp_Deva,aa1ecd8ff48b91c04cce89f6e6f4e8d34cc332327284f70f0f5030ba4576cd0b
2536,477,630,719,hindi_marked,hin,hin_Deva,anp_Deva,25a9fe920894872b4fe5ee7495bda39e31dce71d9a6905a6831c22a034c80070
2537,477,720,833,hindi_marked,hin,hin_Deva,anp_Deva,8febfcc06d26450dc201e099e9b43e8252034075e9ad617f22be369d057babc0
2538,477,834,919,hindi_marked,hin,hin_Deva,anp_Deva,7603f111af5fbceb4e42c4ea40bb58fc9ff936469428fdb7f3c1791b33fb11e8
2539,479,0,124,angika_marked,bho,bho_Deva,anp_Deva,78a54a1e00532c6ea7708bb873ba38a7662d66b7f5058875b652a66878dfc01d
2540,479,125,164,angika_marked,mai,awa_Deva,anp_Deva,9811559aa9e36398965f43c28fe534a8492b2dac56850ad70c92507fcf2210f0
2541,479,165,249,angika_marked,mag,mai_Deva,anp_Deva,7a1301174df5aa41b715a60b3f2aeac92174548ef500b777f9578ec07c2648ae
2542,479,250,469,angika_marked,bho,mai_Deva,anp_Deva,dbc3a25110da1cf6d7d0fd0eeeb5af358fd8cb20495999e531f1e79208bdd453
2543,479,470,582,angika_marked,mai,mai_Deva,anp_Deva,c86d77883c87c6266991669974d032a6c9dd65ab76b873878b5d7400d3448306
2544,479,583,647,angika_marked,mag,mag_Deva,anp_Deva,d1f69190e4a36442bd3a80ef2561c4e2bb8cfd5c4836cb1005e0668d53719e75
2545,479,648,796,angika_marked,mai,mai_Deva,anp_Deva,cf330e2d6a2332de61c1661da56f59388029750f71ed07999c1263c299c1a9dd
2546,480,0,76,angika_marked,bho,mai_Deva,anp_Deva,a63a8aa20475b82f8fa68ee9a35acd323bbf0e07245fd655526f46684a3e99f6
2547,480,77,154,angika_marked,hin,awa_Deva,anp_Deva,12f49d21357b5b86ee6f2e2aeb1c8a1545c2a6ebc96412285f6ba84e9a2f1b5d
2548,480,155,290,angika_marked,mag,mai_Deva,anp_Deva,4b10ada189a8ce12246b6e41ccaae5a4e156e60daf44df22a827923cd6b7167c
2549,480,291,338,angika_marked,mag,new_Deva,anp_Deva,470edff1cfbe5402133211745ab8af70c034295c889dea3c6debbe0d1faf07ac
2550,481,0,151,angika_marked,mag,mag_Deva,anp_Deva,87c66b62f624d1c1269c287dc56477644d3c47ae70292786df46a636e2306fef
2551,481,152,211,angika_marked,mag,mag_Deva,anp_Deva,f2542ccb5c6311f81868f02f34c2959cfa1e8833d06eb8c243f5cdd37d45cd38
2552,481,212,381,angika_marked,mag,mag_Deva,anp_Deva,00570a3c41d13dcb3ec6b87b9e2093fa5ea967d52ff60f2390850ba43c94234d
2553,481,382,445,angika_marked,hin,mai_Deva,anp_Deva,794d9753040bf11269752b76d081b6ac0cd6c52fce34426d732becbdfaac683a
2554,481,446,603,angika_marked,mag,mai_Deva,anp_Deva,2e964f5e62ef5b04b0960b39277117d605795d419fd8e7adf9cf3e10559590f3
2555,481,604,646,angika_marked,awa,awa_Deva,anp_Deva,29ae84be4c0cc023e933cd03b2454ad4ecfed351494498c2185217857c297e5c
2556,481,647,695,angika_marked,new,mai_Deva,anp_Deva,4fa56ff7d90bb073c138ee602c4a8e3d8c37ceeb2ad3a8e494a8134427170ece
2557,481,696,754,angika_marked,mai,awa_Deva,anp_Deva,7f4818fe7edbb6352716407d4c06a4808abc41ae2601085f9a09fdb1990e04c0
2558,482,0,71,angika_marked,hin,hin_Deva,anp_Deva,e94f7a3a8364e3bdefe56fdfd5104bbb0ea33fed6f5a4eeec9fdfbd8adcf63fb
2559,482,72,108,angika_marked,hne,hne_Deva,anp_Deva,114a4244e28d01df49d3a84ef5e0aa532fd8287f114831e7877afaa64a697367
2560,482,109,143,angika_marked,new,new_Deva,anp_Deva,ebdd50d6295eeef8346b16d18492b7f6c8f24f08d347674aeb42103b22c20612
2561,483,0,56,angika_marked,bho,bho_Deva,anp_Deva,fb4087f6357c00b1e0fc21f846f7d2f53c55c675c8683c6dc9ad064432c2dc07
2562,483,57,89,angika_marked,awa,awa_Deva,anp_Deva,990f42e79cb0ff286289696e8923cdba810bf33d917f7b2f9157810ea47b62c0
2563,483,90,187,angika_marked,mag,mai_Deva,anp_Deva,7428766ebc62ab2c161c7c1864d7f23df1258edccd93982c2a09a36cf42da7b9
2564,484,0,144,angika_marked,mag,mag_Deva,anp_Deva,98a3d46a490b1efdd7e0c348e8521da6b5c43aec54d1f266bb63a952ef713e39
2565,484,145,351,angika_marked,mag,mai_Deva,anp_Deva,d04867b8881e4a797d5061e077c3fd4e3a81ea89696f98ee02707ff24eb1aaaf
2566,484,352,514,angika_marked,mag,mag_Deva,anp_Deva,bb4cf411e417492a388fcd782dacfd70d75b1d5dca44f9d107fb53470df8a2de
2567,485,0,88,angika_marked,mai,mai_Deva,anp_Deva,171244e1b8fa559ed6b151e0a04e19311312433724d33a0b79a213ca7dedda56
2568,486,0,62,angika_marked,bho,bho_Deva,anp_Deva,335e24bae7eaa102c7cd882d265c9792aa82d98778ac0529aa1875a92a761176
2569,486,63,129,angika_marked,hin,awa_Deva,anp_Deva,0337e7d42e0d2a2a7acfe1dccaaaaee1bc82b8ad869336dcf59b0f9623b79f74
2570,486,130,239,angika_marked,mag,mai_Deva,anp_Deva,e00023a7e88373530b79c985cf133c2505bce307af4e1a9e3441324d3a86f6bb
2571,487,0,104,angika_marked,bho,bho_Deva,anp_Deva,10678b756725a36ed2064901ff0eb7042fdaa5d87426978054e3404f0532b75d
2572,487,105,213,angika_marked,bho,mai_Deva,anp_Deva,d3119cbd7ca0be04055e6b75f34fe2668e135afac5bd2b5ab5dc2149f5bc826a
2573,488,0,82,angika_marked,bho,mai_Deva,anp_Deva,123849bb931eef05c37086e95f5b3c41cce2c45dccc4111310f3426f7965dfff
2574,488,113,233,angika_marked,mag,mag_Deva,anp_Deva,c22b7b7888b911719a094661d4f39c61439dec33a9f2132fead372c5023426ff
2575,488,234,418,angika_marked,hin,bho_Deva,anp_Deva,d45d56067b89eef0dda4578eafef058e3deca8d1f6a7edeeec36fb20587aab09
2576,488,419,505,angika_marked,bho,mag_Deva,anp_Deva,f159b865e43d88b48e90c60d33fe7c0989288a537da8e16bc2ffec2c2a44e5f5
2577,489,0,38,angika_marked,kas,mai_Deva,anp_Deva,db180983e0d0e2e1d5c2d83d684da3e37c2a4034c4894d0dc3ea80aaa5e9e790
2578,489,39,81,angika_marked,awa,mai_Deva,anp_Deva,15899fdcaf276e74d80df0f54d7ab6dd59e7ba696c89a7ebb112b3379ffa2508
2579,490,0,64,angika_marked,mag,mai_Deva,anp_Deva,15260f3c55778a292582b7de60f488c1f0867492bd279c5d4ac279384cfbc9b6
2580,490,65,212,angika_marked,bho,bho_Deva,anp_Deva,3ae01311c7874e57e9fea8cdee1533f0b8038a76d0c42318ef4c3af83c693ee7
2581,490,213,320,angika_marked,awa,awa_Deva,anp_Deva,b9ab5d25385dd5c262a509b7ed8a625f0768105fa18500c0df1ad8b920f2137e
2582,490,321,380,angika_marked,awa,mai_Deva,anp_Deva,7e9bf9c1b7c41f3ec7450005051b0cb8aa7c15904992b7fd66e4effc7deaad13
2583,490,381,546,angika_marked,mag,mag_Deva,anp_Deva,eee99da3993fb681dfa3a9dba53478eefca1ce04a1ed3481343f153dfc94685c
2584,490,547,656,angika_marked,mag,mai_Deva,anp_Deva,5be84c4ad2bff174081cfa7a5a3e6fa723fc00f6e89c2ad32583af2d0f5dcb78
2585,490,944,972,neither,mag,mai_Deva,anp_Deva,49d918f893ff6a57b6b8ff48da3974e17efe4e2b7ea8b7b67d80c13ce8a9991c
2586,490,973,1007,angika_marked,mag,mag_Deva,anp_Deva,3351fce8aa3b5898ae682c388c6c751f24467c623350c42420191b685e46e3cb
2587,490,1008,1156,hindi_marked,hin,hin_Deva,anp_Deva,ba2473b9fddc0857cf3ce5e8867eb53d13f18aac435a49a62fe58a52d5503e88
2588,490,1157,1266,hindi_marked,hin,hin_Deva,anp_Deva,4bb050f5565dbfcf66d2dce3b0e827ca8738b5e51b7237a4daa0e05936aea8ce
2589,490,1267,1295,hindi_marked,hin,hin_Deva,anp_Deva,562a4838dc47c84c4b34fc7e2b6c4a305716179308c5a7b8f467845c7cc7cd79
2590,490,1296,1339,hindi_marked,hin,hin_Deva,hin_Deva,9cab06c7214e238527ea2d73594aef60a307c839fb971e8dc04d8121fb65d6d8
2591,490,1340,1459,hindi_marked,hin,hin_Deva,hin_Deva,8ecc9a091c4fa8c65eb8eddc73276cf081775ba5cdea0f3b84830e5f775739d8
2592,490,1460,1491,hindi_marked,hin,hin_Deva,anp_Deva,791b2d28f1a9cbfa8c0fbc7de97fd3d6a602d9567656b902367d43a444e69d4d
2593,490,1492,1553,hindi_marked,hin,hin_Deva,hin_Deva,3d38bdf620f2702c6b9bd8d33164eeb54be7a6c4ac379fbedbcb58962ac49784
2594,490,1554,1613,hindi_marked,hin,awa_Deva,anp_Deva,cff6ec5eb72cf2dc3335a55553e788642d29db7e9f689fa8fa3639ee03443e61
2595,490,1614,1659,hindi_marked,hin,hin_Deva,anp_Deva,45fe2771486e0929e36fe3c8ff11f1022ee2cee8ba9094faa24ccf1c2eb24820
2596,490,1660,1699,hindi_marked,hin,hin_Deva,anp_Deva,1c4b4f03c4ca763110e90a4449806b0f09d3e27a1c7fe6d29023b1326be987e0
2597,490,1700,1738,neither,hin,awa_Deva,anp_Deva,1a96eb436f5594a719f4719c52db138231ba357b29ad6dd74a04cf5b8e4190ca
2598,490,1781,2017,neither,hin,hin_Deva,anp_Deva,71387fb4a4ed7bec119eebd448ca88b92eed718316aec029d1de1dd601df2451
2599,493,0,56,angika_marked,bho,mai_Deva,anp_Deva,d3cbe62f24e62019cc010e8244f1cd1b9a42fa953868c0fefd99f0868783a659
2600,493,57,120,angika_marked,bho,mai_Deva,anp_Deva,d8b4a02d12eb91ac3e1271c50a872e4725e735ae01ae4f9cdbfe09c267a51767
2601,493,121,214,angika_marked,mag,mai_Deva,anp_Deva,846ab62a9fba43fb3c514b4e1120a4c84aa6e9bb94014bbd813a5efb79052973
2602,494,0,77,angika_marked,bho,mai_Deva,anp_Deva,b4f26e75afe9c3b88d9523e2f29c125c858c3d2574b2533244d49bfa52ce3269
2603,494,78,149,angika_marked,npi,awa_Deva,anp_Deva,0bffeb00c82e9f3da86c7a32e7d6e1c09a40e01fc5527156aaecff1a29de7a14
2604,494,150,231,angika_marked,mag,mai_Deva,anp_Deva,a80f6cb3c52b94805ef4d6f04e78ba445868f92e30f8b9e9e9f708b3f8109fa9
2605,495,0,57,angika_marked,bho,mai_Deva,anp_Deva,1238b00a472055cf4b15942888782612ffffc5895b1669b84bf33d81cbd58ec9
2606,495,58,121,angika_marked,mai,mai_Deva,anp_Deva,f81f0086cc9a6e9067267e91bfaca39b3e02ff3bfffe9cff9d7faa05f92db5cd
2607,495,122,216,angika_marked,mag,mai_Deva,anp_Deva,b4781d4871d9505a09dd1d3d3a5b3fb0f40496f96967d1a98fbedd241c1a2374
2608,496,0,76,angika_marked,awa,mai_Deva,anp_Deva,e18cb0b454d606cf4473d90ad987bb37b0393449c3e7fc281979c3f5a0248df5
2609,496,77,118,angika_marked,awa,awa_Deva,anp_Deva,21505a500c05bdc7ea16c92f69419ce3ef34d9c21f590c9f91e005d96465e990
2610,496,119,287,angika_marked,mag,mai_Deva,anp_Deva,484ab0a5e5c30daeb060ae025b9d40885fb200ae730990676bddbe08c2bc4c16
2611,496,288,459,angika_marked,mai,mai_Deva,anp_Deva,da42f5586385336e9dfe1bf1c3fd800494f8e30f02fb975b50780acd082a2cd9
2612,497,0,61,angika_marked,bho,bho_Deva,anp_Deva,61343588dd05f1003816a93e9609cebe4a7e209ca603b419ea4d9a3151633733
2613,497,62,128,angika_marked,hin,awa_Deva,anp_Deva,c1c2093ea9ca6428a11ff9e8c647351df70abb32b9765ecad1f7282fc0114ba8
2614,497,129,236,angika_marked,mag,mai_Deva,anp_Deva,535c0983648b2e1afd2651a4e76f5785b1893125ada324efe53c7de04ca4303b
2615,497,237,313,angika_marked,mag,mag_Deva,anp_Deva,634644cceac5de81501847a8a3a9a743d3447dbf4850bf1d8e3d176af2a2765a
2616,497,314,368,angika_marked,mag,mai_Deva,anp_Deva,f8d312717d158402a2a00f056f65331f7841f52d2362cbfdd3919f70334da4de
2617,497,369,485,angika_marked,mag,mag_Deva,anp_Deva,1bac74e9e88c4590328f942b0bb32db9f001b344a72bfd7113ed4a1fc9e0ea23
2618,498,0,105,angika_marked,bho,bho_Deva,anp_Deva,6351faa2136037717c4544841e4729d90698e25531f167a167f4111a68089326
2619,498,106,217,angika_marked,bho,mag_Deva,anp_Deva,0e5fa10df164be3f90c827de0311b4f4d49227bee0eb082b50ace9f497b83074
2620,499,0,105,angika_marked,bho,bho_Deva,anp_Deva,3426cc74e237433a1f9cb295d219b38ea484ba601305e9fbc87a61742b177352
2621,499,106,207,angika_marked,bho,mai_Deva,anp_Deva,6bf691468a96784129b2f820fbc66819733dbabeb10854d0b12f22fad19f2f67
2622,500,0,219,angika_marked,mag,mai_Deva,anp_Deva,14d27ee7a08e63f5cb4af11032ce8b44fa6ee44dff144dfad38489a0cb6c3392
2623,501,0,96,angika_marked,bho,bho_Deva,anp_Deva,5c995b11e545d2fe2ac86d3dd54807e55e52dcf27193290f4b31a58bb2feaa24
2624,501,97,212,angika_marked,mag,mag_Deva,anp_Deva,7d70e5a235ce7842662191860926f55e1e774d76ffeb913fa288982cb5b0763f
2625,502,0,117,angika_marked,bho,bho_Deva,anp_Deva,f213278a5a8922534df423c0394080a74e696aa223f699ad1cc987a1f2162e51
2626,502,118,431,angika_marked,bho,mag_Deva,anp_Deva,d3cc9e26f62fffeaa6481940784ed379955a34f81fec07e0913d1d6e6b07c41b
2627,502,432,521,angika_marked,bho,mag_Deva,anp_Deva,30257f6ddb85abc6c17e3c7b25ad13ad26984d24b09e3fb646c10f10fa40bcd5
2628,503,0,77,angika_marked,bho,bho_Deva,anp_Deva,8e109559dcff21f32dabf9f05f827cdd7fdab3e55cb7bd9d843a909dde87544f
2629,503,78,106,angika_marked,mag,awa_Deva,anp_Deva,a6d36207ee15441785a082c9f12974e60ac705379f54e514bdc8a2eb23674498
2630,503,107,193,angika_marked,bho,bho_Deva,anp_Deva,d7f8e8418b2a00908b723ddc6250f4401ef41afb430b59c7d12f7138964613e4
2631,503,194,279,angika_marked,hne,hne_Deva,anp_Deva,df78cb5d6c0d2adb0285bff094220c88b9e559d5629eca83ba0e4b49d00d80ea
2632,503,280,359,angika_marked,mag,awa_Deva,anp_Deva,2e13aa26f0625ed44021d80ea5a916ab6ec4c839e282d54dba3bde9a5ef8deca
2633,503,360,438,angika_marked,mag,mag_Deva,anp_Deva,2dc417f3c53658cd89cd79c770115e0e88ae0219b5aa37baceeb1768715d1147
2634,504,0,71,angika_marked,bho,bho_Deva,anp_Deva,320f020fb93847444108f0009e35dee42729640ba777a3b8eb799dcb84a17ebc
2635,504,72,105,angika_marked,mag,awa_Deva,anp_Deva,39744e500772d028282807539a5b06c8372414d1c27d138ccd7bd28e1488e2c5
2636,504,106,196,angika_marked,mag,bho_Deva,anp_Deva,b223f6c72a93abb3ef72cb8276f16fbe013b98bb6c52d05af6d5609d653b8382
2637,504,197,280,angika_marked,mag,bho_Deva,anp_Deva,d160698ff240f04a477439d3ca79907b74268c8008927a9e589cebefaee59dd6
2638,504,281,359,angika_marked,mag,awa_Deva,anp_Deva,6fb71e2db331a7051ffb96fd877a26cde8a29af015ba622e1006a5a3e991df9e
2639,504,360,445,angika_marked,mag,mag_Deva,anp_Deva,2dd154975371ef721868a0a31804a2c23e327d62d2e300018a49f1ff55ddcd40
2640,505,0,276,angika_marked,mai,mai_Deva,anp_Deva,bdd57c1a188e47ccc90544a2dec6368b574f28fbddeedb50124cb368913fe7f9
2641,505,277,312,angika_marked,mag,awa_Deva,anp_Deva,3fa27bae0696b4e3008faad77e29e71b1aea81cbb8d18b95e42232e65cbcdaf8
2642,505,313,458,angika_marked,mag,mai_Deva,anp_Deva,1a93e4c52cc033b941a78248ad66cac2e559376040c4eae54693b7b24d5865bd
2643,505,459,557,angika_marked,npi,mai_Deva,anp_Deva,bae585061fddc926395b9e73a1209fa2df3f486a02ca30e8f7d7b47e294b5849
2644,505,558,661,angika_marked,mag,mai_Deva,anp_Deva,d8f0602602d5295a7c277be2b354f39d0bcd54aee2be412a8a8efbb0635db499
2645,505,662,770,angika_marked,mag,awa_Deva,anp_Deva,8c17a51a9dbbc8417ed1bc1d91535bb2b12f3ef33198e06be0f0a273170b93fc
2646,505,771,796,angika_marked,mag,mag_Deva,anp_Deva,00c8e07b86c210275de73d9926b6df027918fb51ac8db57e7ba817a167280c23
2647,505,797,901,angika_marked,hin,mag_Deva,anp_Deva,a25b9de84b26f93ec63d22e70ee8611670dae1cf8e4b0b451e2c8f380c25a740
2648,505,902,940,angika_marked,mag,mag_Deva,anp_Deva,042a2c7b88f73e3a25a039a187f4a7edb2432f747e043ad6f51d1a7fa5b19000
2649,506,0,54,angika_marked,hin,mai_Deva,anp_Deva,fbf04b3e4d41f36caeae6075f9404b3bc51333479e28ee78600e103127ca4f75
2650,506,55,125,angika_marked,awa,mai_Deva,anp_Deva,05d3fbbfe214c2e509c87cfa00ab3c105b43f552c420245ab2659284d5ad76e4
2651,506,126,158,angika_marked,awa,awa_Deva,anp_Deva,7e7e8a7a7d337c9e6b2954d20021fa917ce13854711499ebb15a57f3840477e3
2652,506,159,204,angika_marked,awa,mai_Deva,anp_Deva,01d93d6d927f89cb325e653822dcf63c2bcf4d6ba79fc86ed1c58ad236ef0300
2653,507,0,32,angika_marked,bho,bho_Deva,anp_Deva,16b158fc0d97130737cd08aa594c4e566d07014261a3ebbe77f61e960704401b
2654,507,141,217,hindi_marked,hin,awa_Deva,anp_Deva,df3286c0b308760db996454fe84bdfc36bf1ee67bac328344841cb6fc68303b6
2655,507,218,248,hindi_marked,hin,hin_Deva,anp_Deva,96ceaad97033c82faa82abe02926d28694256a505b0b39af249e715937af7638
2656,507,249,302,hindi_marked,hin,hin_Deva,anp_Deva,066c3e6dbf4df7c90bc55c6098462b277e9a07af7ede752e0034a03ad8b84222
2657,507,303,463,hindi_marked,hin,hin_Deva,hin_Deva,78ddfbe2fe5cb91e1d0fc05919a4a7a5453eda2269747dc8c533d26accb8d26a
2658,507,464,565,hindi_marked,hin,awa_Deva,anp_Deva,31fcde3b264adc83d7d451d66deab3cb84a1c2c1bd8851e7652ce96446a17d6c
2659,507,566,613,hindi_marked,awa,awa_Deva,anp_Deva,cfb67914ab55932da37fb47a2c539424e096875b826e1a35356e8af8cb4e6b63
2660,507,614,674,hindi_marked,hin,awa_Deva,anp_Deva,f0f72bf945416999e9a5bb81e972a98c80044c4d708d9a8fa21f5f69846c938a
2661,507,675,715,hindi_marked,hin,awa_Deva,anp_Deva,e6b4ceb56f2d38caedd8162d2d0f5fb29a7c5c6fc591fe5acd8a82d91e67b1a1
2662,507,716,973,neither,hin,hin_Deva,anp_Deva,0208d471206b0390b221913c0b3722f44e965ca07719ef3390c5e74b69790fe3
2663,507,974,1076,hindi_marked,hin,hin_Deva,hin_Deva,94ec5c1a9333da013a8e91b25d1352b98e009651e881c29efd45f735be9b1a61
2664,507,1077,1248,hindi_marked,hin,hin_Deva,anp_Deva,58f0cfb7eaf461ab6f452c2793d3647d5560790a38a1bfa1e125c314d536eab4
2665,507,1249,1351,hindi_marked,hin,hin_Deva,anp_Deva,a31eba68ae96b574e9f2b00afd982f1bee7a8df9ff52c0eceace4288e646c5e7
2666,507,1352,1480,hindi_marked,hin,hin_Deva,anp_Deva,da090b16ff8e98253d0ba5afbb01b93ff298b1747b4dc0319bd9965322c59f38
2667,507,1481,1602,hindi_marked,hin,hin_Deva,anp_Deva,25d7e3932b1207ef7bec20a5ddf30c5de969f854eaa63441a471647a06d541d6
2668,507,1603,1668,hindi_marked,hin,new_Deva,anp_Deva,7dde1464521f0cc065aa0484530d0fc28948486689ccd7f0a73e42cc22f6b797
2669,507,1669,1779,hindi_marked,hin,awa_Deva,anp_Deva,de364321543e07a19dd6d4e3f21cd859ba2b5e7defa375f8b74c438c156d40c9
2670,508,0,59,angika_marked,mar,mai_Deva,anp_Deva,f6213bf1e76e5ae4d973014d416464f29c1eb215318306d84273b0c8ff387dae
2671,508,60,125,angika_marked,hin,mai_Deva,anp_Deva,ee58f1c463e6ae6ba0b45ba0ecedc0c2a28cd7982fd8132eb5225dd3a3e04a9f
2672,508,138,229,angika_marked,mag,mai_Deva,anp_Deva,b3ced544fda70dae4c711e109bbaebbb414cc17353dd7b9f13f504723b1fa2c4
2673,509,135,191,angika_marked,kas,awa_Deva,anp_Deva,b78965d2d0925f1efac030e905ba049ba176db9146b8240c6bae2562e4a98855
2674,509,192,303,angika_marked,awa,mai_Deva,anp_Deva,6774f4981064f4c0613e463a9738ad0322730cd354835e26618eaef7cf5bb335
2675,509,304,355,angika_marked,kru,bho_Deva,anp_Deva,1f177bc0f7ad49ae463f802582381563632d7db2e4bb1522ded37fe4b4b45af4
2676,510,0,71,angika_marked,bho,mag_Deva,anp_Deva,96c5fec9fd35a6470c36890e3868f14ab63f5759d157efda1d4048272917fa07
2677,511,0,115,angika_marked,bho,mai_Deva,anp_Deva,5101d2e9983e80c6b8cbd5d312c04379880ab141a040ca367f6aef87c38b9c9f
2678,511,116,162,angika_marked,mai,mai_Deva,anp_Deva,d936ef586676787f5a2c62d0b60adc9758eb23541020d8ade0f67245dacff354
2679,511,163,241,angika_marked,mai,mai_Deva,anp_Deva,e7d114202cf637637db28b9579fd70505f32e3998457c770963479fe66c4e171
2680,511,242,300,angika_marked,mai,mai_Deva,anp_Deva,9f9958f82b90a73fa0135638cb5767a10f39174976b879abfa29628e3adc5cec
2681,511,301,375,angika_marked,mai,mai_Deva,anp_Deva,8f32ebc7708733626aec964b9bae0f6998c9a11e6e61e326abfe8ff1a6eb23b6
2682,511,376,406,neither,awa,awa_Deva,anp_Deva,720879991f21a1cbe2e57323d1e40e9acdae3be1e1a6fe81dbeffb2ea647cfe1
2683,511,407,495,angika_marked,mag,mag_Deva,anp_Deva,898f5198521cda2ffa7662c45fcb113a41097aba586861dcbf70e08073be5290
2684,511,496,552,angika_marked,awa,awa_Deva,anp_Deva,1b3312ba839aa5eadaf4d2cddbda092ed4f4199b25feed0d83db263fd5497d45
2685,511,553,623,angika_marked,mai,mai_Deva,anp_Deva,75a8e25d93d4db79e3d9823f6c5a9f2b2683c90d945e0009f7dc49c4e161b3b5
2686,511,624,685,angika_marked,mag,mag_Deva,anp_Deva,99cd2ed322f1f2a6fdb1e8ddd4c3ddd4a715cb8467f156f0c18809b93bb3fba3
2687,512,0,91,angika_marked,mag,mag_Deva,anp_Deva,028e99da71aae98abdbb22bdf22a457e65e9b33fd32c3db3fb00c28bda7277d6
2688,512,92,158,angika_marked,mag,mai_Deva,anp_Deva,c00fbfad8a79fc1253713c8f3531405f868195b4bb3afeaffe060d2273845414
2689,512,159,226,angika_marked,mai,mai_Deva,anp_Deva,fe0303ae844bf40f18f42e061c8687d08b69ba7326b0aa4bb3eb1f0f777804f2
2690,512,227,309,angika_marked,mai,mai_Deva,mai_Deva,82109a544881d5d1b66893a752fc243b703f6622fcfb20d8ce5a0d4f35e4cd6b
2691,512,310,554,angika_marked,mag,mag_Deva,anp_Deva,57e4669c0869c486a2f4745c22372fcca76dd511f578e7ebb39623b9b2c6acaf
2692,513,0,115,angika_marked,bho,bho_Deva,anp_Deva,2a2bfc37046eb6b3f101235d66bdb2e11722786919f1bce58eee579d0704ce14
2693,513,116,166,angika_marked,npi,npi_Deva,anp_Deva,09366246c4f2019c2774e8942e23ee4c82aebb883707257b41718c066687721c
2694,513,167,214,angika_marked,mag,mai_Deva,anp_Deva,24eb82e0f78f0ab4a5305eb5cf57fd3b36007ffccf597b9473b20fadd36accb3
2695,513,215,303,angika_marked,mai,mai_Deva,anp_Deva,f56560de5c3ff016a03fc5a1c5d0700864bfe65ac622b97797a21510916ee30c
2696,513,304,368,angika_marked,awa,mai_Deva,anp_Deva,e4639ebc3c3bc94b75dd7b8a9de1adee520a131ab9c916f15643b06988a461f9
2697,513,369,454,angika_marked,mag,awa_Deva,anp_Deva,c7186e2bf011afc5a3aa3861115e1b5f04261636c068c4cf1fb04468553e2450
2698,514,0,256,angika_marked,hin,bho_Deva,anp_Deva,915539096e5801a0639289ccfbf1bcff385d86a893cef7e6aca7e71066883ee0
2699,515,0,417,angika_marked,mag,hin_Deva,anp_Deva,c86d66e5646ed84f016df078a1478ac894b69326181dffee9b2282982625db31
2700,516,186,320,angika_marked,mag,mag_Deva,anp_Deva,9570ded87ec831b60e22662b9cdd31c618a8279ccea12b6acb51321c32d2d9ba
2701,516,321,359,angika_marked,mag,mag_Deva,anp_Deva,025276f128a8211066e6a8d99d0c562e2a944f3230d4a98288cba5e20e8412a2
2702,516,360,494,angika_marked,mag,mai_Deva,anp_Deva,ab3976232158404c945c2e4e23797e21d89c98e54e9f2b34d4710cf967c4abd7
2703,517,0,238,angika_marked,hin,mai_Deva,anp_Deva,dadd4e948ee6177cfdf36b087271cc17b9a5bda5ab2d82d6fe260723692c8104
2704,518,0,87,angika_marked,hin,mai_Deva,anp_Deva,17d1911c38fbcbb2cbe5b049527b9258bf52e2f0e004953e20aab095fdfa4c3d
2705,518,88,185,angika_marked,bho,mai_Deva,anp_Deva,28fbe48fbe0ece0576b3e3d7f3e92f1fa1b2aab5cc06edbbdd8eb322292939e7
2706,518,186,253,angika_marked,awa,awa_Deva,anp_Deva,d3259bdb3e7183efe2d412843cef963d6f19ec3ba6959063930a165eb645e862
2707,518,254,349,angika_marked,mai,mai_Deva,anp_Deva,a4b9f1f6f7e0388599ba6c5e7b1c82080348c52927eccd3c66a2f5fbf2488a08
2708,518,350,437,angika_marked,hin,mai_Deva,anp_Deva,0cf30b4f3f4f538a3b013bb782d34f9093a2e010027fd964b2899307975586fb
2709,518,438,467,angika_marked,mag,mag_Deva,anp_Deva,60a0561583d4ce138804c475dfa38d5f5912d97a80b1ec04dd2b9049d5364376
2710,518,468,613,angika_marked,mag,mai_Deva,anp_Deva,620941d4fea46eae8e165b2b5d5e7358f399a63fd8c18e26b98a56e62ac586d8
2711,518,614,752,angika_marked,hin,mai_Deva,anp_Deva,1d46a4404179011cf38fb70d77e3837325023d628d03635f28d99c0f1290e762
2712,519,0,65,angika_marked,mai,mai_Deva,anp_Deva,a5980fae94c24e05fe82ef7d3c2dbaea521f0f85109268f51203e3802aa4b981
2713,519,66,122,angika_marked,mag,mag_Deva,anp_Deva,46bd44738ee22c38f7e7a11f3cca8c082aedb6f8c0b863adf6852fa4c753c96c
2714,519,123,234,angika_marked,mag,mai_Deva,anp_Deva,924dd58e1b32fc34684aaa5542048e4ecbb75b522454784f861e2a3401299567
